pct,chemical,chemical_code,total_items,total_tabs_caps
RRF,Alendronic Acid,0606020A0,37,220
05J,Nabilone,0406000R0,6,220
RHA,Amlodipine,0206020A0,12,220
08Y,Quinapril Hydrochloride with Diuretic,0205051P0,5,220
01C,Isometheptene Mucate,0407010AC,5,220
RLY,Sulpiride,0402010U0,3,220
01D,Etilefrine Hydrochloride,0207010G0,5,220
03A,Alendronic Acid & Colecalciferol,0606020Y0,55,220
05H,Ergotamine Tartrate,0407041F0,13,220
06F,Alendronic Acid & Colecalciferol,0606020Y0,49,220
06N,Doxylamine Succinate/Pyridoxine HCl,0406000AA,11,220
08F,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,3,220
09C,Prasterone,0604030Q0,11,220
09D,Doxylamine Succinate/Pyridoxine HCl,0406000AA,3,220
00R,Doxylamine Succinate/Pyridoxine HCl,0406000AA,11,220
RH5,Mirtazapine,0403040X0,16,220
15M,Clomifene Citrate,0605010G0,9,220
12D,Tolfenamic Acid,0407041U0,12,220
RY8,Warfarin Sodium,0208020V0,7,220
08C,Cabergoline,0409010U0,8,220
10D,Fentanyl,0407020A0,8,220
RWX,Fludrocortisone Acetate,0603010I0,7,220
06H,Paracetamol & Caffeine,0407010U0,3,220
NBF,Docusate Sodium,0106020I0,2,220
NTP,Perindopril Erbumine,0205051M0,25,219
00C,Bromocriptine,0607010B0,8,219
AKQ,Buprenorphine,0407020B0,8,219
RXA,Norethisterone,0604012P0,6,219
07P,Clomifene Citrate,0605010G0,8,219
RY4,Rosuvastatin Calcium,0212000AA,13,218
RTV,Prednisolone,0603020T0,7,218
09C,Metolazone,0202010V0,7,218
00C,Loprazolam Mesilate,0401010N0,11,218
04H,Fentanyl,0407020A0,4,218
08M,Ergotamine Tartrate,0407041F0,18,218
RY7,Metformin Hydrochloride,0601022B0,15,218
AC0,Fluoxetine Hydrochloride,0403030E0,18,217
13V,Venlafaxine,0403040W0,17,217
RQ3,Lofepramine Hydrochloride,0403010R0,5,217
DL0,Fluoxetine Hydrochloride,0403030E0,17,217
07K,Opicapone,0409010AB,8,217
RYY,Amiodarone Hydrochloride,0203020D0,7,217
RX6,Mirtazapine,0403040X0,56,217
AXT,Sumatriptan Succinate,0407041T0,71,217
RJ1,Lisinopril,0205051L0,5,217
ARF,Amitriptyline Hydrochloride,0403010B0,12,217
RCD,Amiodarone Hydrochloride,0203020D0,8,217
NL8,Metformin Hydrochloride,0601022B0,4,217
NQL,Risperidone,040201030,12,217
13V,Omeprazole,0103050P0,25,217
NDA,Zopiclone,0401010Z0,13,217
NV6,Senna,0106020M0,17,217
NLX,Aspirin,0209000A0,7,217
NQL,Atomoxetine Hydrochloride,0404000S0,7,217
AC0,Docusate Sodium,0106020I0,8,216
RX6,Levothyroxine Sodium,0602010V0,29,216
322,Zopiclone,0401010Z0,44,216
RY8,Doxazosin Mesilate,0205040D0,6,216
09E,Fentanyl,0407020A0,13,216
11A,Granisetron Hydrochloride,0406000M0,6,216
RCD,Risperidone,040201030,14,216
05Y,Loperamide Hydrochloride & Simeticone,0104020P0,9,216
07N,Alendronic Acid & Colecalciferol,0606020Y0,33,216
11E,Co-Flumactone (Hydroflumeth/Spironol),0202040G0,8,216
00Q,Almotriptan,0407041B0,22,216
RY8,Simvastatin,0212000Y0,9,216
NW0,Venlafaxine,0403040W0,24,216
DL0,Nifedipine,0206020R0,5,216
11A,Clozapine,0402010C0,11,216
RRF,Indapamide,0202010P0,8,216
AJ3,Morphine Sulfate,0407020Q0,4,216
NR5,Promazine Hydrochloride,0402010S0,5,216
AD9,Fluoxetine Hydrochloride,0403030E0,14,215
05T,Clomifene Citrate,0605010G0,8,215
RY7,Co-Careldopa (Carbidopa/Levodopa),0409010N0,9,215
NR3,Mebeverine Hydrochloride,0102000P0,3,215
NLO,Senna,0106020M0,7,215
RRU,Amitriptyline Hydrochloride,0403010B0,21,215
10R,Metolazone,0202010V0,14,215
NQ7,Enalapril Maleate,0205051I0,10,214
RWX,Lurasidone,0402010AI,9,214
06W,Promazine Hydrochloride,0402010S0,7,214
RA9,Tramadol Hydrochloride,040702040,7,214
RYG,Clobazam,040801060,8,214
09N,Phenytoin,0408010Z0,2,214
NKB,Domperidone,0406000J0,10,213
NR5,Mebeverine Hydrochloride,0102000P0,3,213
00X,Metolazone,0202010V0,9,213
RTK,Pregabalin,0408010AE,12,213
02W,Diazoxide,0601040E0,4,212
03R,Compound Alginates&Prop Indigestion Prep,010102100,4,212
RYX,Diazepam,0401020K0,15,212
RY2,Nitrazepam,0401010R0,18,212
01J,Alendronic Acid & Colecalciferol,0606020Y0,53,212
DNK,Naltrexone Hydrochloride,0410030E0,17,212
ARF,Carvedilol,020400080,10,212
00D,Sildenafil(Vasodilator Antihypertensive),0205010Y0,4,212
RY3,Sodium Valproate,0408010W0,2,212
NLX,Diazepam,0401020K0,8,212
06P,Diamorphine Hydrochloride (Systemic),0407020K0,2,212
RY3,Hyoscine Butylbromide,0102000N0,3,212
08V,Timolol,0204000V0,53,212
RYF,Bisacodyl,0106020C0,6,212
07L,Disulfiram,0410010B0,18,212
R1F,Atorvastatin,0212000B0,8,212
RXA,Co-Beneldopa (Benserazide/Levodopa),0409010K0,2,212
RTR,Zopiclone,0401010Z0,10,211
05T,Loperamide Hydrochloride & Simeticone,0104020P0,10,211
NVE,Isosorbide Mononitrate,0206010K0,19,211
00Q,Naltrexone Hydrochloride,0410030E0,13,211
03F,Naltrexone Hydrochloride,0410030E0,16,211
RHA,Rivaroxaban,0208020Y0,15,211
RWX,Dexamfetamine Sulfate,0404000L0,4,211
107,Disulfiram,0410010B0,8,211
08K,Clomifene Citrate,0605010G0,7,211
02D,Chlortalidone,0202010F0,15,210
01K,Pirenzepine,0103020P0,15,210
02G,Almotriptan,0407041B0,24,210
01H,Pimozide,0402010R0,14,210
RCD,Sodium Valproate,0408010W0,6,210
04L,Isometheptene Mucate,0407010AC,7,210
03V,Tetrabenazine,0409030C0,13,210
04D,Isometheptene Mucate,0407010AC,11,210
05D,Perindopril + Calcium Channel Blocker,0205051AC,7,210
05N,Pimozide,0402010R0,13,210
RRE,Amantadine Hydrochloride,0409010B0,5,210
NDA,Citalopram Hydrobromide,0403030D0,13,210
NR3,Ranolazine,0206030Z0,5,210
RY8,Apixaban,0208020Z0,5,210
14E,Pregabalin,0408010AE,4,210
RGQ,Gliclazide,0601021M0,6,210
06Q,Magnesium Carbonate,0101010F0,7,210
R1L,Doxazosin Mesilate,0205040D0,6,210
07R,Opicapone,0409010AB,5,210
NKB,Lithium Carbonate,0402030K0,10,210
04E,Perindopril Tosilate/Indapamide,0205051AB,7,210
RKL,Sertraline Hydrochloride,0403030Q0,4,210
RH5,Melatonin,0401010AD,3,210
RCD,Felodipine,0206020F0,10,210
RYG,Mebeverine Hydrochloride,0102000P0,4,210
NEQ,Hyoscine Butylbromide,0102000N0,4,210
NWE,Sertraline Hydrochloride,0403030Q0,5,210
NR5,Agomelatine,0403040Z0,7,210
NNF,Linagliptin,0601023AE,9,210
R1J,Levodopa/Carbidopa/Entacapone,0409010X0,2,210
07M,Ethinylestradiol,0604011D0,2,210
RY7,Nebivolol,0204000AB,8,210
01Y,Piracetam,0409030P0,7,210
RX6,Fluoxetine Hydrochloride,0403030E0,25,210
03D,Quinagolide Hydrochloride,0607010T0,4,210
DMH,Quetiapine,0402010AB,15,210
99J,Etilefrine Hydrochloride,0207010G0,5,210
NWX,Prochlorperazine Maleate,0406000T0,5,210
03M,Fosinopril Sodium,0205051J0,9,210
AXT,Bisoprolol Fumarate,0204000H0,9,210
NTV,Donepezil Hydrochloride,0411000D0,11,210
NR3,Candesartan Cilexetil,0205052C0,7,210
NHT,Ranitidine Hydrochloride,0103010T0,3,210
AAX,Doxepin,0403010L0,8,210
NWX,Ranitidine Hydrochloride,0103010T0,4,210
03K,Acenocoumarol,0208020H0,3,210
NVC,Balsalazide Sodium,0105010D0,2,210
03W,Danazol,0607020C0,4,210
01D,Sildenafil(Vasodilator Antihypertensive),0205010Y0,3,210
09P,Ethinylestradiol,0604011D0,3,210
NNF,Betahistine Hydrochloride,0406000B0,2,210
14L,Phenoxybenzamine Hydrochloride,0205040M0,7,210
ARF,Nicorandil,0206030N0,9,210
01W,Ramipril with Calcium Channel Blocker,0205051S0,8,210
NV6,Oestrogens Conjugated,0604011P0,30,210
05Y,Tolfenamic Acid,0407041U0,19,210
06M,Prednisone,0603020X0,3,210
RGR,Zonisamide,0408010AD,6,210
08H,Sultiame,0408010Y0,4,210
08M,Testosterone Undecanoate,0604020T0,2,210
08P,Olsalazine Sodium,0105010C0,15,210
12D,Clomifene Citrate,0605010G0,6,210
99H,Meprobamate,0401020R0,7,210
NTV,Betahistine Hydrochloride,0406000B0,3,210
NTV,Linagliptin,0601023AE,10,210
RWX,Sumatriptan Succinate,0407041T0,34,210
RY2,Sumatriptan Succinate,0407041T0,35,210
01H,Pitolisant Hydrochloride,0404000W0,7,210
03H,Pitolisant Hydrochloride,0404000W0,7,210
RFR,Quetiapine,0402010AB,7,210
07G,Clomifene Citrate,0605010G0,6,210
04G,Lubiprostone,0106070C0,8,210
R1D,Gliclazide,0601021M0,3,210
08D,Pimozide,0402010R0,7,210
RNU,Co-Dydramol (Dihydrocodeine/Paracet),0407010N0,7,210
10J,Timolol,0204000V0,7,210
09J,Pimozide,0402010R0,7,210
RYY,Senna,0106020M0,4,210
NYG,Isosorbide Mononitrate,0206010K0,3,210
NWX,Domperidone,0406000J0,4,210
00Y,Nalmefene,0410010D0,11,210
RYW,Perindopril Erbumine,0205051M0,8,210
RH8,Spironolactone,0202030S0,10,210
NDA,Medroxyprogesterone Acetate,0604012M0,2,210
NMS,Propantheline Bromide,0102000Y0,11,210
215,Levothyroxine Sodium,0602010V0,11,210
NKB,Esomeprazole,0103050E0,6,209
AE8,Pregabalin,0408010AE,8,209
05Y,Alendronic Acid & Colecalciferol,0606020Y0,29,208
RTQ,Reboxetine,0403040U0,16,208
RYG,Prochlorperazine Maleate,0406000T0,13,208
NR5,Domperidone,0406000J0,4,208
RY7,Clopidogrel,0209000C0,21,208
01T,Alendronic Acid & Colecalciferol,0606020Y0,52,208
04E,Bromocriptine,0607010B0,4,208
NR3,Metoclopramide Hydrochloride,0406000P0,8,208
NTP,Sitagliptin,0601023X0,19,208
14H,Buprenorphine Hydrochloride,0410030A0,27,208
RY2,Risperidone,040201030,8,208
00Q,Calcium Carbonate,0101021C0,4,208
NWX,Pregabalin,0408010AE,5,208
RL4,Nifedipine,0206020R0,2,208
RYW,Hydrocortisone,0603020J0,4,208
04E,Beclometasone Dipropionate (Systemic),0105020G0,7,208
09A,Alendronic Acid & Colecalciferol,0606020Y0,32,208
RNU,Risperidone,040201030,12,208
02G,Fluvoxamine Maleate,0403030L0,6,208
13T,Danazol,0607020C0,5,208
RRU,Gliclazide,0601021M0,13,207
NLO,Losartan Potassium,0205052N0,10,207
NBF,Melatonin,0401010AD,4,207
NW0,Lisinopril,0205051L0,11,207
RY6,Atorvastatin,0212000B0,9,206
01D,Compound Alginates&Prop Indigestion Prep,010102100,6,206
05X,Compound Alginates&Prop Indigestion Prep,010102100,3,206
07T,Danazol,0607020C0,4,206
03J,Tiagabine,0408010AB,4,206
AJ6,Zopiclone,0401010Z0,38,206
AC0,Sumatriptan Succinate,0407041T0,40,206
DAY,Gabapentin,0408010G0,3,206
01D,Clomifene Citrate,0605010G0,10,206
RL4,Sertraline Hydrochloride,0403030Q0,9,206
R0B,Bisacodyl,0106020C0,6,206
RNU,Perindopril Erbumine,0205051M0,7,206
AXT,Citalopram Hydrobromide,0403030D0,13,205
NVE,Hydrocortisone,0603020J0,9,205
RNU,Clonazepam,0408010F0,13,205
NW0,Sodium Valproate,0408010W0,15,204
RNN,Naloxegol,0106060B0,6,204
RYW,Bendroflumethiazide,0202010B0,16,204
NKB,Levetiracetam,0408010A0,23,204
00V,Buprenorph HCl/Naloxone HCl,0410030B0,8,204
RLQ,Ropinirole Hydrochloride,0409010H0,7,204
NVE,Dipyridamole,0209000L0,3,204
NTP,Acamprosate Calcium,0410010A0,3,204
RVW,Alginic Acid Compound Preparations,0101021B0,3,204
RY6,Levomepromazine Maleate,0402010K0,3,204
04M,Glycopyrronium Bromide,0102000L0,9,204
RY5,Simvastatin,0212000Y0,15,204
RY8,Amiloride Hydrochloride,0202030C0,8,204
06K,Safinamide,0409010AA,7,204
RJ1,Clonidine Hydrochloride,0205020E0,5,204
RY2,Esomeprazole,0103050E0,15,204
08P,Amiloride HCl With Loop Diuretics,0202040D0,27,204
ARD,Fentanyl,0407020A0,14,204
00C,Eletriptan,0407041AA,17,204
RCD,Domperidone,0406000J0,5,204
RY6,Progesterone,0604012S0,3,204
04N,Quinagolide Hydrochloride,0607010T0,7,204
10R,Compound Alginates&Prop Indigestion Prep,010102100,4,204
RCD,Xipamide,0202010Y0,25,203
RFR,Felodipine,0206020F0,8,203
AXT,Aspirin,0209000A0,7,203
NDL,Rivaroxaban,0208020Y0,8,203
06T,Clomifene Citrate,0605010G0,11,203
R1A,Bumetanide,0202020D0,8,203
RY6,Candesartan Cilexetil,0205052C0,7,203
AE8,Lamotrigine,0408010H0,8,203
NTP,Aspirin,0407010B0,13,203
NW0,Dexamethasone,0603020G0,18,203
NBF,Sodium Valproate,0408010W0,5,202
04G,Pitolisant Hydrochloride,0404000W0,5,202
DXV,Citalopram Hydrobromide,0403030D0,4,202
RY3,Loperamide Hydrochloride,0104020L0,3,202
NQ7,Bisacodyl,0106020C0,8,202
RXC,Senna,0106020M0,4,202
02N,Clozapine,0402010C0,3,202
99F,Naloxegol,0106060B0,6,202
RYW,Dapagliflozin,0601023AG,7,202
RX6,Co-Dydramol (Dihydrocodeine/Paracet),0407010N0,6,202
RNA,Nebivolol,0204000AB,7,202
RRF,Desmopressin Acetate,0605020E0,3,202
NMS,Tramadol Hydrochloride,040702040,3,202
ARD,Ranitidine Hydrochloride,0103010T0,5,202
NDA,Ondansetron Hydrochloride,0406000S0,9,202
RHA,Cinnarizine,0406000D0,6,201
RY4,Memantine Hydrochloride,0411000G0,8,201
09H,Magnesium Carbonate,0101010F0,4,201
NKB,Warfarin Sodium,0208020V0,18,201
09E,Danazol,0607020C0,4,201
00J,Clomifene Citrate,0605010G0,5,201
RA9,Diazepam,0401020K0,10,201
01D,Dipyridamole & Aspirin,0209000V0,2,200
RCD,Levetiracetam,0408010A0,5,200
02N,Dipyridamole & Aspirin,0209000V0,2,200
02T,Tiagabine,0408010AB,2,200
212,Risperidone,040201030,4,200
05Y,Cabergoline,0409010U0,8,200
DR3,Co-Dydramol (Dihydrocodeine/Paracet),0407010N0,2,200
06K,Other Preparations For Biliary Disorders,0109010R0,4,200
11M,Tolfenamic Acid,0407041U0,14,200
RYF,Co-Beneldopa (Benserazide/Levodopa),0409010K0,2,200
10A,Dipyridamole & Aspirin,0209000V0,3,200
14Y,Dimenhydrinate/Cinnarizine,0406000AC,2,200
00J,Flunarizine Dihydroch,0406000E0,3,200
00R,Cabergoline,0409010U0,10,200
01T,Ethinylestradiol,0604011D0,2,200
04V,Pimozide,0402010R0,1,200
NNF,Mebeverine Hydrochloride,0102000P0,4,200
NBF,Carbimazole,0602020D0,2,200
NLO,Glyceryl Trinitrate,0206010F0,2,200
07N,Magnesium Trisilicate,0101010J0,2,200
00Q,Magnesium Trisilicate,0101010J0,4,200
03K,Nicotine,0410020B0,1,200
04V,Levothyroxine Sodium & Liothyronine,0602010Z0,1,200
05W,Levothyroxine Sodium & Liothyronine,0602010Z0,2,200
08D,Co-Codaprin (Codeine Phos/Aspirin),0407010M0,2,200
AYN,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,2,200
02M,Hydrochlorothiazide,0202010L0,2,200
01X,Dipipanone Hydrochloride,0407020H0,4,200
03A,Orphenadrine Hydrochloride,0409020N0,2,200
09J,Metyrapone,0607030M0,1,200
01A,Nicotine,0410020B0,2,200
09F,Other Preparations For Biliary Disorders,0109010R0,2,200
DR3,Glyceryl Trinitrate,0206010F0,2,200
99D,Metyrapone,0607030M0,2,200
08V,Metyrapone,0607030M0,1,200
RH8,Warfarin Sodium,0208020V0,2,200
14G,Acenocoumarol,0208020H0,1,200
09G,Co-Phenotrope (Diphenox HCl/Atrop Sulph),0104020H0,2,200
04Q,Magnesium Trisilicate,0101010J0,2,200
RTD,Pancreatin,0109040N0,2,200
RLQ,Paracetamol,0407010H0,2,200
06Q,Diazoxide,0601040E0,1,200
01D,Eletriptan,0407041AA,11,200
00Q,Cabergoline,0409010U0,10,200
04L,Cabergoline,0409010U0,10,200
06V,Nabilone,0406000R0,10,200
07H,Phenprocoumon,0208020S0,1,200
04V,Thioridazine,0402010W0,2,200
07T,Cabergoline,0409010U0,10,200
08V,Flunarizine Dihydroch,0406000E0,4,200
NKI,Prochlorperazine Maleate,0406000T0,14,200
07P,Cabergoline,0409010U0,10,200
10X,Co-Codaprin (Codeine Phos/Aspirin),0407010M0,2,200
00J,Cabergoline,0409010U0,10,200
01X,Phenytoin,0408010Z0,1,200
00L,Tolfenamic Acid,0407041U0,10,200
15C,Prasterone,0604030Q0,2,200
15C,Flunarizine Dihydroch,0406000E0,5,200
NWX,Mebeverine Hydrochloride,0102000P0,2,200
RDR,Pancreatin,0109040N0,2,200
05X,Co-Codaprin (Codeine Phos/Aspirin),0407010M0,2,200
09C,Dipyridamole & Aspirin,0209000V0,4,200
03N,Clozapine,0402010C0,7,200
03T,Co-Codaprin (Codeine Phos/Aspirin),0407010M0,1,200
08G,Magnesium Trisilicate,0101010J0,2,200
08L,Co-Codaprin (Codeine Phos/Aspirin),0407010M0,2,200
07P,Hydrochlorothiazide,0202010L0,2,200
07H,Co-Phenotrope (Diphenox HCl/Atrop Sulph),0104020H0,2,200
08K,Phenytoin,0408010Z0,1,200
08P,Doxylamine Succinate/Pyridoxine HCl,0406000AA,3,200
NR5,Tetrabenazine,0409030C0,3,200
RXH,Betamethasone Sodium Phosphate,0603020C0,2,200
01D,Nicotine,0410020B0,2,200
02Y,Co-Codaprin (Codeine Phos/Aspirin),0407010M0,2,200
06V,Ergotamine Tartrate,0407041F0,2,200
06F,Ergotamine Tartrate,0407041F0,2,200
08T,Nicotine,0410020B0,2,200
04E,Nicotine,0410020B0,1,200
11X,Mexiletine Hydrochloride,0203020P0,1,200
08R,Magnesium Trisilicate,0101010J0,2,200
06Q,Nimodipine,0206020M0,1,200
08K,Metyrapone,0607030M0,1,200
RGQ,Co-Beneldopa (Benserazide/Levodopa),0409010K0,2,200
09Y,Paracetamol & Ibuprofen,0407010AD,2,200
01V,Metyrapone,0607030M0,2,200
01V,Alendronic Acid & Colecalciferol,0606020Y0,39,200
02R,Clozapine,0402010C0,8,200
06P,Nimodipine,0206020M0,1,200
08H,Tolfenamic Acid,0407041U0,14,200
08W,Cabergoline,0409010U0,6,200
07Y,Phenytoin,0408010Z0,1,200
08Y,Prednisone,0603020X0,2,200
07Q,Nicotinic Acid Derivatives,0206040AF,1,200
RJ8,Docusate Sodium,0106020I0,4,200
10D,Tolfenamic Acid,0407041U0,14,200
10C,Hydrochlorothiazide,0202010L0,2,200
RXA,Domperidone,0406000J0,8,200
00P,Nicotine,0410020B0,2,200
NVC,Dexamethasone,0603020G0,2,200
08A,Ergotamine Tartrate,0407041F0,6,200
RH5,Paracetamol,0407010H0,2,200
07W,Dimenhydrinate/Cinnarizine,0406000AC,2,200
14F,Sodium Valproate,0408010W0,7,200
15A,Magnesium Trisilicate,0101010J0,2,200
07X,Levothyroxine Sodium & Liothyronine,0602010Z0,2,200
10C,Phenprocoumon,0208020S0,1,200
RTD,Cyclizine Hydrochloride,0406000F0,2,200
05V,Compound Alginates&Prop Indigestion Prep,010102100,4,200
05X,Quinidine Sulfate,0203020U0,1,200
07W,Magnesium Trisilicate,0101010J0,2,200
03W,Orphenadrine Hydrochloride,0409020N0,2,200
07P,Magnesium Trisilicate,0101010J0,2,200
11A,Tiagabine,0408010AB,2,200
01C,Co-Proxamol (Dextroprop HCl/Paracet),0407010Q0,2,200
07M,Nimodipine,0206020M0,2,200
10D,Mexiletine Hydrochloride,0203020P0,2,200
09X,Dipipanone Hydrochloride,0407020H0,2,200
08Y,Levothyroxine Sodium & Liothyronine,0602010Z0,2,200
NR5,Pancreatin,0109040N0,1,200
112,Nicotine,0410020B0,2,200
05D,Nimodipine,0206020M0,4,200
720,Codeine Phosphate,0407020C0,1,200
NLO,Lisinopril,0205051L0,9,199
05L,Hydrochlorothiazide,0202010L0,7,199
110,Disulfiram,0410010B0,9,199
RRU,Ondansetron Hydrochloride,0406000S0,11,199
RWW,Prednisolone,0603020T0,5,199
RVW,Ranitidine Hydrochloride,0103010T0,5,199
RCD,Lisinopril,0205051L0,9,199
00P,Eletriptan,0407041AA,17,198
RFR,Ondansetron Hydrochloride,0406000S0,3,198
02A,Tolfenamic Acid,0407041U0,21,198
08A,Simeticone,0101010R0,7,198
RWX,Haloperidol,0402010J0,9,198
01V,Clomifene Citrate,0605010G0,3,198
15F,Ergotamine Tartrate,0407041F0,9,198
NKB,Peppermint Oil,0102000T0,3,198
NKB,Ondansetron Hydrochloride,0406000S0,12,198
00K,Prednisone,0603020X0,1,198
01W,Eletriptan,0407041AA,25,198
01H,Eletriptan,0407041AA,32,198
NNF,Nortriptyline,0403010V0,3,198
03N,Tolfenamic Acid,0407041U0,13,198
99F,Chlortalidone,0202010F0,7,198
NVE,Atenolol,0204000E0,25,198
R1F,Dexamethasone,0603020G0,13,198
RH5,Alogliptin,0601023AK,7,198
RYF,Olanzapine,040201060,12,197
NTP,Pizotifen Malate,0407042Q0,12,197
NWX,Diazepam,0401020K0,10,197
RTQ,Chlordiazepoxide Hydrochloride,0401020E0,3,197
AXT,Nefopam Hydrochloride,0407010P0,6,197
12F,Alverine Citrate/Simeticone,0102000AJ,2,196
00J,Torasemide,0202020U0,7,196
01G,Selegiline Hydrochloride,0409010T0,7,196
RCB,Nebivolol,0204000AB,7,196
03J,Alendronic Acid & Colecalciferol,0606020Y0,25,196
NDL,Candesartan Cilexetil,0205052C0,6,196
03V,Xipamide,0202010Y0,7,196
06K,Butobarbital,0401030H0,7,196
03W,Amobarbital Sodium,0401030E0,7,196
99D,Azilsartan Medoxomil,0205052AD,6,196
NI3,Aspirin,0209000A0,7,196
07P,Pirenzepine,0103020P0,5,196
07Y,Xipamide,0202010Y0,12,196
08G,Phenytoin,0408010Z0,12,196
NT4,Clonidine Hydrochloride,0407042F0,4,196
08L,Co-Flumactone (Hydroflumeth/Spironol),0202040G0,4,196
08T,Alendronic Acid & Colecalciferol,0606020Y0,36,196
NQV,Linagliptin,0601023AE,6,196
10E,Naltrexone Hydrochloride,0410030E0,4,196
RDR,Metoclopramide Hydrochloride,0406000P0,7,196
15D,Triamterene With Loop Diuretics,0202040U0,7,196
112,Nortriptyline,0403010V0,4,196
RRF,Atenolol,0204000E0,6,196
RRF,Pioglitazone Hydrochloride,0601023B0,7,196
RX4,Nalmefene,0410010D0,7,196
02Q,Promazine Hydrochloride,0402010S0,4,196
05L,Oestrogens Conjugated with Bazedoxifene,0604011AD,4,196
08W,Lubiprostone,0106070C0,3,196
09J,Nicardipine Hydrochloride,0206020Q0,2,196
RPG,Clopidogrel,0209000C0,7,196
NWX,Furosemide,0202020L0,7,196
215,Amitriptyline Hydrochloride,0403010B0,4,196
RXG,Amitriptyline Hydrochloride,0403010B0,6,196
RYG,Tetrabenazine,0409030C0,8,196
15C,Oestrogens Conjugated with Bazedoxifene,0604011AD,3,196
RTV,Hyoscine Hydrobromide,0406000L0,4,196
05J,Nadolol,0204000M0,4,196
RGQ,Lisinopril,0205051L0,4,196
99D,Fosinopril Sodium,0205051J0,4,196
RXA,Eplerenone,0202030X0,8,196
NV6,Lurasidone,0402010AI,5,196
01H,Isocarboxazid,0403020H0,5,196
RYW,Trazodone Hydrochloride,0403010X0,2,196
07H,Empagliflozin/Linagliptin,0601023AY,7,196
08D,Ertugliflozin,0601023AX,6,196
08G,Ertugliflozin,0601023AX,7,196
RTQ,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2,196
RTX,Lansoprazole,0103050L0,7,196
R1F,Nebivolol,0204000AB,7,196
03T,Perphenazine,0402010Q0,4,196
DAY,Amisulpride,0402010A0,2,196
02D,Calcium Carbonate,0101021C0,4,196
RY2,Rivastigmine,0411000E0,7,196
03F,Co-Zidocapt (Hydchloroth/Captopril),0205051G0,7,196
NNF,Doxazosin Mesilate,0205040D0,6,196
RYW,Hydralazine Hydrochloride,0205010J0,4,196
RGQ,Nortriptyline,0403010V0,4,196
08W,Ulipristal Acet,0604012U0,7,196
NI3,Clopidogrel,0209000C0,7,196
09A,Famotidine,0103010H0,7,196
08R,Mianserin Hydrochloride,0403010T0,7,196
AD9,Aspirin,0209000A0,11,196
AXG,Atorvastatin,0212000B0,9,196
RTQ,Disulfiram,0410010B0,6,196
RYF,Levothyroxine Sodium,0602010V0,19,196
09P,Ergotamine Tartrate,0407041F0,5,196
09P,Nadolol,0204000M0,7,196
RXC,Aspirin,0209000A0,7,196
R0B,Metoclopramide Hydrochloride,0406000P0,7,196
03E,Triamterene With Thiazides,0202040V0,7,196
RGQ,Doxazosin Mesilate,0205040D0,5,196
RY4,Metformin Hydrochloride/Pioglitazone,0601023W0,3,196
09X,Ulipristal Acet,0604012U0,7,196
10C,Minoxidil,0205010N0,5,196
NTV,Propranolol Hydrochloride,0204000R0,5,196
01V,Calcium Carbonate,0101021C0,2,196
RCD,Esomeprazole,0103050E0,8,196
RY6,Sulfasalazine,0105010E0,2,196
06Q,Fluphenazine Hydrochloride,0402010I0,7,196
DAY,Sertraline Hydrochloride,0403030Q0,6,196
RN3,Edoxaban,0208020AA,7,196
11J,Bosentan,0205010U0,5,196
RTR,Isosorbide Mononitrate,0206010K0,4,196
RVW,Oxycodone HCl/Naloxone HCl,0407020AF,4,196
RCE,Procyclidine Hydrochloride,0409020S0,13,196
05R,Guanfacine,0404000V0,4,196
NDL,Propantheline Bromide,0102000Y0,2,196
RY3,Diazepam,0401020K0,5,196
06K,Ulipristal Acet,0604012U0,4,196
09G,Lubiprostone,0106070C0,6,196
RXC,Metoclopramide Hydrochloride,0406000P0,3,196
01V,Imidapril Hydrochloride,0205051W0,5,196
03K,Glipizide,0601021P0,3,196
NEQ,Lansoprazole,0103050L0,5,196
RA9,Levetiracetam,0408010A0,5,196
01V,Hydromorphone Hydrochloride,040702050,3,196
NV6,Eplerenone,0202030X0,25,196
01A,Quinapril Hydrochloride with Diuretic,0205051P0,5,196
RW5,Metformin Hydrochloride,0601022B0,4,196
01H,Ulipristal Acet,0604012U0,7,196
03K,Agomelatine,0403040Z0,4,196
02X,Mianserin Hydrochloride,0403010T0,5,196
RL4,Eplerenone,0202030X0,7,196
04E,Lubiprostone,0106070C0,7,196
RGR,Candesartan Cilexetil,0205052C0,7,196
07G,Ulipristal Acet,0604012U0,7,196
NVC,Loperamide Hydrochloride,0104020L0,4,196
04V,Hydrochlorothiazide,0202010L0,10,196
99D,Quinapril Hydrochloride,0205051Q0,7,196
99D,Ramipril with Calcium Channel Blocker,0205051S0,7,196
NBF,Lercanidipine Hydrochloride,0206020L0,7,196
RRE,Senna,0106020M0,4,196
07X,Paliperidone,0402010AE,7,196
08D,Triamterene With Thiazides,0202040V0,6,196
NI3,Bisoprolol Fumarate,0204000H0,7,196
NI3,Venlafaxine,0403040W0,4,196
07Y,Tolbutamide,0601021X0,3,196
08P,Triamterene With Loop Diuretics,0202040U0,14,196
15N,Indoramin,0205040I0,3,196
NDJ,Propranolol Hydrochloride,0204000R0,6,196
RTK,Sumatriptan Succinate,0407041T0,24,196
14Y,Lurasidone,0402010AI,7,196
