,pct,chemical,chemical_code,total_items,total_tabs_caps,ltc_stablish
12248,00N,Sodium Valproate,0408010W0,12710.0,717189.0,1.0
12249,00R,Sodium Valproate,0408010W0,10909.0,705966.0,1.0
12250,08X,Sodium Valproate,0408010W0,16163.0,705900.0,1.0
12251,99E,Sodium Valproate,0408010W0,7198.0,701795.0,1.0
12252,05H,Sodium Valproate,0408010W0,7888.0,694279.0,1.0
12253,08A,Sodium Valproate,0408010W0,11242.0,687976.0,1.0
12254,10X,Sodium Valproate,0408010W0,8035.0,687203.0,1.0
12255,10A,Sodium Valproate,0408010W0,7476.0,685331.0,1.0
12256,09L,Sodium Valproate,0408010W0,7066.0,679182.0,1.0
12257,08W,Sodium Valproate,0408010W0,8621.0,677177.0,1.0
12258,04D,Sodium Valproate,0408010W0,9549.0,675838.0,1.0
12259,99H,Sodium Valproate,0408010W0,7380.0,669299.0,1.0
12260,01C,Sodium Valproate,0408010W0,9327.0,668469.0,1.0
12261,02A,Sodium Valproate,0408010W0,10445.0,661338.0,1.0
12262,06Y,Sodium Valproate,0408010W0,9095.0,654413.0,1.0
12263,02P,Sodium Valproate,0408010W0,10867.0,651767.0,1.0
12264,10J,Sodium Valproate,0408010W0,8617.0,636019.0,1.0
12265,09J,Sodium Valproate,0408010W0,8533.0,630434.0,1.0
12266,03H,Sodium Valproate,0408010W0,7905.0,625062.0,1.0
12267,07H,Sodium Valproate,0408010W0,7906.0,624422.0,1.0
12268,08M,Sodium Valproate,0408010W0,14753.0,624066.0,1.0
12269,07K,Sodium Valproate,0408010W0,8734.0,621950.0,1.0
12270,05Q,Sodium Valproate,0408010W0,9029.0,621831.0,1.0
12271,01E,Sodium Valproate,0408010W0,8602.0,620755.0,1.0
12272,08H,Sodium Valproate,0408010W0,6992.0,618305.0,1.0
12273,12D,Sodium Valproate,0408010W0,9193.0,615707.0,1.0
12274,08V,Sodium Valproate,0408010W0,15847.0,615049.0,1.0
12275,07N,Sodium Valproate,0408010W0,9938.0,614673.0,1.0
12276,02F,Sodium Valproate,0408010W0,7240.0,612699.0,1.0
12277,08D,Sodium Valproate,0408010W0,11302.0,612176.0,1.0
12278,07Y,Sodium Valproate,0408010W0,12243.0,610123.0,1.0
12279,06V,Sodium Valproate,0408010W0,7949.0,608700.0,1.0
12280,03J,Sodium Valproate,0408010W0,9205.0,608651.0,1.0
12281,08T,Sodium Valproate,0408010W0,11394.0,604400.0,1.0
12282,09X,Sodium Valproate,0408010W0,5745.0,602088.0,1.0
12283,08N,Sodium Valproate,0408010W0,8899.0,592386.0,1.0
12284,08E,Sodium Valproate,0408010W0,8087.0,590867.0,1.0
12285,10R,Sodium Valproate,0408010W0,8166.0,589283.0,1.0
12286,02M,Sodium Valproate,0408010W0,8413.0,585309.0,1.0
12287,09F,Sodium Valproate,0408010W0,6728.0,577700.0,1.0
12288,10K,Sodium Valproate,0408010W0,5763.0,572350.0,1.0
12289,07T,Sodium Valproate,0408010W0,7346.0,572310.0,1.0
12290,10V,Sodium Valproate,0408010W0,6364.0,572293.0,1.0
12291,01J,Sodium Valproate,0408010W0,7302.0,571289.0,1.0
12292,00Q,Sodium Valproate,0408010W0,6598.0,569628.0,1.0
12293,08F,Sodium Valproate,0408010W0,6280.0,568380.0,1.0
12294,09E,Sodium Valproate,0408010W0,5998.0,566214.0,1.0
12295,05F,Sodium Valproate,0408010W0,8251.0,562770.0,1.0
12296,02E,Sodium Valproate,0408010W0,5971.0,548517.0,1.0
12297,08Y,Sodium Valproate,0408010W0,8239.0,540925.0,1.0
12298,06P,Sodium Valproate,0408010W0,4994.0,539644.0,1.0
12299,05G,Sodium Valproate,0408010W0,6554.0,538774.0,1.0
12300,08Q,Sodium Valproate,0408010W0,12092.0,537457.0,1.0
12301,07R,Sodium Valproate,0408010W0,7591.0,536510.0,1.0
12302,03K,Sodium Valproate,0408010W0,6907.0,527634.0,1.0
12303,99G,Sodium Valproate,0408010W0,5411.0,509022.0,1.0
12304,01T,Sodium Valproate,0408010W0,6413.0,501477.0,1.0
12305,00X,Sodium Valproate,0408010W0,5598.0,498657.0,1.0
12306,02N,Sodium Valproate,0408010W0,6141.0,496453.0,1.0
12307,05J,Sodium Valproate,0408010W0,5393.0,495911.0,1.0
12308,04H,Sodium Valproate,0408010W0,5733.0,492409.0,1.0
12309,04F,Sodium Valproate,0408010W0,5310.0,490365.0,1.0
12310,09N,Sodium Valproate,0408010W0,5201.0,485950.0,1.0
12311,05X,Sodium Valproate,0408010W0,4794.0,484841.0,1.0
12312,11E,Sodium Valproate,0408010W0,7252.0,474925.0,1.0
12313,10L,Sodium Valproate,0408010W0,5705.0,471387.0,1.0
12314,01R,Sodium Valproate,0408010W0,6359.0,466708.0,1.0
12315,99M,Sodium Valproate,0408010W0,4958.0,457171.0,1.0
12316,99F,Sodium Valproate,0408010W0,4454.0,456243.0,1.0
12317,01F,Sodium Valproate,0408010W0,5454.0,450132.0,1.0
12318,08R,Sodium Valproate,0408010W0,7814.0,448424.0,1.0
12319,99K,Sodium Valproate,0408010W0,5780.0,447837.0,1.0
12320,10E,Sodium Valproate,0408010W0,5681.0,443639.0,1.0
12321,04L,Sodium Valproate,0408010W0,4372.0,441187.0,1.0
12322,03E,Sodium Valproate,0408010W0,4629.0,436170.0,1.0
12323,07J,Sodium Valproate,0408010W0,5483.0,436086.0,1.0
12324,08J,Sodium Valproate,0408010W0,7700.0,434570.0,1.0
12325,04Q,Sodium Valproate,0408010W0,4912.0,434345.0,1.0
12326,09H,Sodium Valproate,0408010W0,5108.0,430248.0,1.0
12327,00C,Sodium Valproate,0408010W0,7804.0,424856.0,1.0
12328,07G,Sodium Valproate,0408010W0,5502.0,424463.0,1.0
12329,07L,Sodium Valproate,0408010W0,7530.0,424185.0,1.0
12330,99D,Sodium Valproate,0408010W0,6367.0,417121.0,1.0
12331,08C,Sodium Valproate,0408010W0,7636.0,411779.0,1.0
12332,09A,Sodium Valproate,0408010W0,6603.0,398442.0,1.0
12333,06D,Sodium Valproate,0408010W0,3972.0,387604.0,1.0
12334,03M,Sodium Valproate,0408010W0,5479.0,378689.0,1.0
12335,01V,Sodium Valproate,0408010W0,5147.0,377928.0,1.0
12336,08P,Sodium Valproate,0408010W0,7226.0,372890.0,1.0
12337,10D,Sodium Valproate,0408010W0,4856.0,370826.0,1.0
12338,02D,Sodium Valproate,0408010W0,5260.0,357223.0,1.0
12339,05D,Sodium Valproate,0408010W0,4245.0,354879.0,1.0
12340,05V,Sodium Valproate,0408010W0,4284.0,354420.0,1.0
12341,02W,Sodium Valproate,0408010W0,5596.0,345927.0,1.0
12342,02Q,Sodium Valproate,0408010W0,3860.0,342489.0,1.0
12343,03D,Sodium Valproate,0408010W0,3925.0,339237.0,1.0
12344,04Y,Sodium Valproate,0408010W0,4069.0,333538.0,1.0
12345,02G,Sodium Valproate,0408010W0,3846.0,330600.0,1.0
12346,09C,Sodium Valproate,0408010W0,3535.0,314271.0,1.0
12347,04M,Sodium Valproate,0408010W0,3170.0,301731.0,1.0
12348,04N,Sodium Valproate,0408010W0,2731.0,255791.0,1.0
12349,03V,Sodium Valproate,0408010W0,3258.0,225248.0,1.0
12350,10C,Sodium Valproate,0408010W0,2346.0,220666.0,1.0
12351,112,Sodium Valproate,0408010W0,162.0,10736.0,1.0
12352,14E,Sodium Valproate,0408010W0,26.0,4194.0,1.0
12353,RYW,Sodium Valproate,0408010W0,34.0,3922.0,1.0
12354,RTQ,Sodium Valproate,0408010W0,185.0,3744.0,1.0
12355,NR5,Sodium Valproate,0408010W0,58.0,3412.0,1.0
12356,RYG,Sodium Valproate,0408010W0,51.0,3089.0,1.0
12357,RXE,Sodium Valproate,0408010W0,30.0,2453.0,1.0
12358,RLY,Sodium Valproate,0408010W0,39.0,2313.0,1.0
12359,RY4,Sodium Valproate,0408010W0,28.0,1854.0,1.0
12360,RY2,Sodium Valproate,0408010W0,28.0,1226.0,1.0
12361,NVE,Sodium Valproate,0408010W0,58.0,1209.0,1.0
12362,RGR,Sodium Valproate,0408010W0,14.0,1021.0,1.0
12363,RRF,Sodium Valproate,0408010W0,24.0,998.0,1.0
12364,R1A,Sodium Valproate,0408010W0,13.0,976.0,1.0
12365,RTF,Sodium Valproate,0408010W0,8.0,974.0,1.0
12366,NTP,Sodium Valproate,0408010W0,77.0,965.0,1.0
12367,RNU,Sodium Valproate,0408010W0,21.0,845.0,1.0
12368,NKB,Sodium Valproate,0408010W0,35.0,766.0,1.0
12369,NQ7,Sodium Valproate,0408010W0,33.0,734.0,1.0
12370,RL4,Sodium Valproate,0408010W0,14.0,726.0,1.0
12371,RRU,Sodium Valproate,0408010W0,19.0,498.0,1.0
12372,RTV,Sodium Valproate,0408010W0,11.0,469.0,1.0
12373,RWX,Sodium Valproate,0408010W0,14.0,438.0,1.0
12374,AC0,Sodium Valproate,0408010W0,15.0,432.0,1.0
12375,AD9,Sodium Valproate,0408010W0,20.0,424.0,1.0
12376,14A,Sodium Valproate,0408010W0,13.0,376.0,1.0
12377,NLO,Sodium Valproate,0408010W0,8.0,373.0,1.0
12378,NR3,Sodium Valproate,0408010W0,6.0,332.0,1.0
12379,NDA,Sodium Valproate,0408010W0,4.0,314.0,1.0
12380,RTD,Sodium Valproate,0408010W0,3.0,300.0,1.0
12381,RY6,Sodium Valproate,0408010W0,14.0,299.0,1.0
12382,AT0,Sodium Valproate,0408010W0,4.0,298.0,1.0
12383,RJ1,Sodium Valproate,0408010W0,8.0,289.0,1.0
12384,RX6,Sodium Valproate,0408010W0,17.0,276.0,1.0
12385,RQ3,Sodium Valproate,0408010W0,3.0,268.0,1.0
12386,RY7,Sodium Valproate,0408010W0,9.0,257.0,1.0
12387,RYF,Sodium Valproate,0408010W0,7.0,234.0,1.0
12388,RY5,Sodium Valproate,0408010W0,9.0,223.0,1.0
12389,RY3,Sodium Valproate,0408010W0,2.0,212.0,1.0
12390,RCD,Sodium Valproate,0408010W0,6.0,210.0,1.0
12391,NW0,Sodium Valproate,0408010W0,15.0,204.0,1.0
12392,NBF,Sodium Valproate,0408010W0,5.0,202.0,1.0
12393,14F,Sodium Valproate,0408010W0,7.0,200.0,1.0
12394,13V,Sodium Valproate,0408010W0,8.0,191.0,1.0
12395,RHA,Sodium Valproate,0408010W0,5.0,186.0,1.0
12396,RH8,Sodium Valproate,0408010W0,2.0,160.0,1.0
12397,NNF,Sodium Valproate,0408010W0,2.0,144.0,1.0
12398,R1F,Sodium Valproate,0408010W0,8.0,142.0,1.0
12399,DAY,Sodium Valproate,0408010W0,2.0,140.0,1.0
12400,NDL,Sodium Valproate,0408010W0,3.0,138.0,1.0
12401,ARD,Sodium Valproate,0408010W0,2.0,114.0,1.0
12402,NV1,Sodium Valproate,0408010W0,1.0,112.0,1.0
12403,RY8,Sodium Valproate,0408010W0,2.0,108.0,1.0
12404,RXA,Sodium Valproate,0408010W0,10.0,104.0,1.0
12405,RBZ,Sodium Valproate,0408010W0,1.0,100.0,1.0
12406,AE8,Sodium Valproate,0408010W0,4.0,98.0,1.0
12407,DL0,Sodium Valproate,0408010W0,1.0,84.0,1.0
12408,R0B,Sodium Valproate,0408010W0,2.0,60.0,1.0
12409,RV3,Sodium Valproate,0408010W0,1.0,56.0,1.0
12410,NQL,Sodium Valproate,0408010W0,2.0,56.0,1.0
12411,DWA,Sodium Valproate,0408010W0,1.0,56.0,1.0
12412,RE9,Sodium Valproate,0408010W0,1.0,56.0,1.0
12413,RJ8,Sodium Valproate,0408010W0,1.0,42.0,1.0
12414,DMH,Sodium Valproate,0408010W0,2.0,42.0,1.0
12415,RVW,Sodium Valproate,0408010W0,1.0,28.0,1.0
12416,NKI,Sodium Valproate,0408010W0,1.0,28.0,1.0
12417,14K,Sodium Valproate,0408010W0,2.0,28.0,1.0
12418,RA9,Sodium Valproate,0408010W0,1.0,28.0,1.0
12419,RXC,Sodium Valproate,0408010W0,1.0,28.0,1.0
12420,RKL,Sodium Valproate,0408010W0,1.0,20.0,1.0
12421,RNN,Sodium Valproate,0408010W0,1.0,20.0,1.0
13889,15E,Perindopril Erbumine,0205051M0,93529.0,4239595.0,1.0
13890,15D,Perindopril Erbumine,0205051M0,89816.0,3711143.0,1.0
13891,99J,Perindopril Erbumine,0205051M0,113758.0,3583344.0,1.0
13892,99A,Perindopril Erbumine,0205051M0,102899.0,3570552.0,1.0
13893,11M,Perindopril Erbumine,0205051M0,101647.0,3355629.0,1.0
13894,06V,Perindopril Erbumine,0205051M0,96209.0,2794064.0,1.0
13895,00P,Perindopril Erbumine,0205051M0,97600.0,2773733.0,1.0
13896,13T,Perindopril Erbumine,0205051M0,86562.0,2515561.0,1.0
13897,05L,Perindopril Erbumine,0205051M0,63649.0,2446181.0,1.0
13898,15C,Perindopril Erbumine,0205051M0,65844.0,2411935.0,1.0
13899,99G,Perindopril Erbumine,0205051M0,52645.0,2386639.0,1.0
13900,15N,Perindopril Erbumine,0205051M0,70255.0,2380222.0,1.0
13901,06Y,Perindopril Erbumine,0205051M0,76937.0,2357355.0,1.0
13902,99F,Perindopril Erbumine,0205051M0,48224.0,2268701.0,1.0
13903,05T,Perindopril Erbumine,0205051M0,73533.0,2253487.0,1.0
13904,09P,Perindopril Erbumine,0205051M0,64067.0,2244408.0,1.0
13905,01T,Perindopril Erbumine,0205051M0,60973.0,1999516.0,1.0
13906,99C,Perindopril Erbumine,0205051M0,58620.0,1801978.0,1.0
13907,01V,Perindopril Erbumine,0205051M0,55455.0,1775533.0,1.0
13908,09Y,Perindopril Erbumine,0205051M0,34984.0,1754944.0,1.0
13909,15A,Perindopril Erbumine,0205051M0,46528.0,1732972.0,1.0
13910,10A,Perindopril Erbumine,0205051M0,36499.0,1670699.0,1.0
13911,07M,Perindopril Erbumine,0205051M0,36937.0,1557168.0,1.0
13912,05R,Perindopril Erbumine,0205051M0,50437.0,1556934.0,1.0
13913,05C,Perindopril Erbumine,0205051M0,34766.0,1552475.0,1.0
13914,15F,Perindopril Erbumine,0205051M0,42175.0,1541305.0,1.0
13915,05A,Perindopril Erbumine,0205051M0,46172.0,1516537.0,1.0
13916,01E,Perindopril Erbumine,0205051M0,46397.0,1513161.0,1.0
13917,99E,Perindopril Erbumine,0205051M0,32907.0,1443470.0,1.0
13918,09E,Perindopril Erbumine,0205051M0,33918.0,1435951.0,1.0
13919,04G,Perindopril Erbumine,0205051M0,49034.0,1410440.0,1.0
13920,09N,Perindopril Erbumine,0205051M0,33435.0,1386079.0,1.0
13921,06W,Perindopril Erbumine,0205051M0,33730.0,1369453.0,1.0
13922,06K,Perindopril Erbumine,0205051M0,42821.0,1348061.0,1.0
13923,02Y,Perindopril Erbumine,0205051M0,39162.0,1278804.0,1.0
13924,06L,Perindopril Erbumine,0205051M0,38055.0,1222518.0,1.0
13925,07W,Perindopril Erbumine,0205051M0,34739.0,1208416.0,1.0
13926,99K,Perindopril Erbumine,0205051M0,32361.0,1189454.0,1.0
13927,06T,Perindopril Erbumine,0205051M0,39007.0,1175267.0,1.0
13928,07P,Perindopril Erbumine,0205051M0,27838.0,1125036.0,1.0
13929,07K,Perindopril Erbumine,0205051M0,37761.0,1123877.0,1.0
13930,00L,Perindopril Erbumine,0205051M0,38021.0,1106520.0,1.0
13931,00D,Perindopril Erbumine,0205051M0,42350.0,1105257.0,1.0
13932,11N,Perindopril Erbumine,0205051M0,33475.0,1101687.0,1.0
13933,14L,Perindopril Erbumine,0205051M0,33208.0,1066836.0,1.0
13934,01J,Perindopril Erbumine,0205051M0,33218.0,1055686.0,1.0
13935,99M,Perindopril Erbumine,0205051M0,24026.0,1054796.0,1.0
13936,10E,Perindopril Erbumine,0205051M0,27417.0,1050476.0,1.0
13937,07J,Perindopril Erbumine,0205051M0,33563.0,991253.0,1.0
13938,05N,Perindopril Erbumine,0205051M0,24875.0,957698.0,1.0
13939,11A,Perindopril Erbumine,0205051M0,23090.0,942805.0,1.0
13940,06H,Perindopril Erbumine,0205051M0,29900.0,930200.0,1.0
13941,06N,Perindopril Erbumine,0205051M0,22181.0,906747.0,1.0
13942,01Y,Perindopril Erbumine,0205051M0,23716.0,893864.0,1.0
13943,06Q,Perindopril Erbumine,0205051M0,28222.0,882896.0,1.0
13944,10Q,Perindopril Erbumine,0205051M0,26617.0,878946.0,1.0
13945,00V,Perindopril Erbumine,0205051M0,22194.0,840604.0,1.0
13946,00M,Perindopril Erbumine,0205051M0,27251.0,835744.0,1.0
13947,99N,Perindopril Erbumine,0205051M0,23382.0,833855.0,1.0
13948,09D,Perindopril Erbumine,0205051M0,20772.0,811896.0,1.0
13949,02G,Perindopril Erbumine,0205051M0,21984.0,808434.0,1.0
13950,09G,Perindopril Erbumine,0205051M0,19576.0,801794.0,1.0
13951,03R,Perindopril Erbumine,0205051M0,20637.0,800884.0,1.0
13952,06F,Perindopril Erbumine,0205051M0,22346.0,785966.0,1.0
13953,00J,Perindopril Erbumine,0205051M0,26341.0,777670.0,1.0
13954,00K,Perindopril Erbumine,0205051M0,21415.0,772231.0,1.0
13955,01R,Perindopril Erbumine,0205051M0,20774.0,748373.0,1.0
13956,00X,Perindopril Erbumine,0205051M0,19758.0,739615.0,1.0
13957,01A,Perindopril Erbumine,0205051M0,20764.0,720482.0,1.0
13958,01X,Perindopril Erbumine,0205051M0,20387.0,716883.0,1.0
13959,06P,Perindopril Erbumine,0205051M0,14903.0,716082.0,1.0
13960,10C,Perindopril Erbumine,0205051M0,18089.0,712957.0,1.0
13961,02M,Perindopril Erbumine,0205051M0,22990.0,697422.0,1.0
13962,04V,Perindopril Erbumine,0205051M0,21368.0,695561.0,1.0
13963,11J,Perindopril Erbumine,0205051M0,17895.0,690143.0,1.0
13964,04K,Perindopril Erbumine,0205051M0,16744.0,669014.0,1.0
13965,14Y,Perindopril Erbumine,0205051M0,17131.0,651422.0,1.0
13966,09F,Perindopril Erbumine,0205051M0,16270.0,650611.0,1.0
13967,07H,Perindopril Erbumine,0205051M0,20630.0,649694.0,1.0
13968,03F,Perindopril Erbumine,0205051M0,22293.0,648204.0,1.0
13969,09C,Perindopril Erbumine,0205051M0,18174.0,640485.0,1.0
13970,07Q,Perindopril Erbumine,0205051M0,11700.0,632944.0,1.0
13971,08G,Perindopril Erbumine,0205051M0,16191.0,632047.0,1.0
13972,05Q,Perindopril Erbumine,0205051M0,16745.0,631526.0,1.0
13973,15M,Perindopril Erbumine,0205051M0,14548.0,619355.0,1.0
13974,03T,Perindopril Erbumine,0205051M0,19641.0,613509.0,1.0
13975,12D,Perindopril Erbumine,0205051M0,19287.0,606257.0,1.0
13976,05J,Perindopril Erbumine,0205051M0,12526.0,603707.0,1.0
13977,08E,Perindopril Erbumine,0205051M0,15789.0,603078.0,1.0
13978,11E,Perindopril Erbumine,0205051M0,19646.0,601989.0,1.0
13979,02P,Perindopril Erbumine,0205051M0,21689.0,595760.0,1.0
13980,01D,Perindopril Erbumine,0205051M0,14217.0,591261.0,1.0
13981,07X,Perindopril Erbumine,0205051M0,16778.0,582509.0,1.0
13982,11X,Perindopril Erbumine,0205051M0,15525.0,580958.0,1.0
13983,05H,Perindopril Erbumine,0205051M0,19577.0,578903.0,1.0
13984,03J,Perindopril Erbumine,0205051M0,15049.0,563312.0,1.0
13985,03E,Perindopril Erbumine,0205051M0,16970.0,561698.0,1.0
13986,10K,Perindopril Erbumine,0205051M0,11065.0,542228.0,1.0
13987,05F,Perindopril Erbumine,0205051M0,15725.0,542202.0,1.0
13988,08Y,Perindopril Erbumine,0205051M0,12987.0,518052.0,1.0
13989,01G,Perindopril Erbumine,0205051M0,17293.0,517569.0,1.0
13990,02F,Perindopril Erbumine,0205051M0,13321.0,513134.0,1.0
13991,02E,Perindopril Erbumine,0205051M0,12042.0,508434.0,1.0
13992,00Y,Perindopril Erbumine,0205051M0,13941.0,507229.0,1.0
13993,07Y,Perindopril Erbumine,0205051M0,14557.0,506051.0,1.0
13994,09X,Perindopril Erbumine,0205051M0,10286.0,503737.0,1.0
13995,06M,Perindopril Erbumine,0205051M0,13263.0,502506.0,1.0
13996,06D,Perindopril Erbumine,0205051M0,11463.0,499095.0,1.0
13997,10V,Perindopril Erbumine,0205051M0,11200.0,497482.0,1.0
13998,07V,Perindopril Erbumine,0205051M0,12897.0,488870.0,1.0
13999,08C,Perindopril Erbumine,0205051M0,14678.0,485432.0,1.0
14000,06A,Perindopril Erbumine,0205051M0,14376.0,476654.0,1.0
14001,01C,Perindopril Erbumine,0205051M0,14098.0,475780.0,1.0
14002,00T,Perindopril Erbumine,0205051M0,12487.0,467422.0,1.0
14003,01H,Perindopril Erbumine,0205051M0,14572.0,456049.0,1.0
14004,08A,Perindopril Erbumine,0205051M0,12533.0,445895.0,1.0
14005,00N,Perindopril Erbumine,0205051M0,15169.0,444532.0,1.0
14006,01W,Perindopril Erbumine,0205051M0,12700.0,441169.0,1.0
14007,02A,Perindopril Erbumine,0205051M0,13054.0,439379.0,1.0
14008,00R,Perindopril Erbumine,0205051M0,14769.0,434644.0,1.0
14009,03Q,Perindopril Erbumine,0205051M0,12448.0,429767.0,1.0
14010,07G,Perindopril Erbumine,0205051M0,13891.0,422180.0,1.0
14011,05V,Perindopril Erbumine,0205051M0,11025.0,410963.0,1.0
14012,08W,Perindopril Erbumine,0205051M0,8789.0,404939.0,1.0
14013,04D,Perindopril Erbumine,0205051M0,14512.0,402734.0,1.0
14014,05Y,Perindopril Erbumine,0205051M0,9070.0,397031.0,1.0
14015,12F,Perindopril Erbumine,0205051M0,9995.0,385262.0,1.0
14016,03W,Perindopril Erbumine,0205051M0,10617.0,384646.0,1.0
14017,09J,Perindopril Erbumine,0205051M0,9404.0,380369.0,1.0
14018,04L,Perindopril Erbumine,0205051M0,9629.0,373837.0,1.0
14019,03D,Perindopril Erbumine,0205051M0,11939.0,373818.0,1.0
14020,07R,Perindopril Erbumine,0205051M0,7146.0,368930.0,1.0
14021,10J,Perindopril Erbumine,0205051M0,9493.0,364807.0,1.0
14022,03H,Perindopril Erbumine,0205051M0,12532.0,362817.0,1.0
14023,07T,Perindopril Erbumine,0205051M0,8117.0,347088.0,1.0
14024,09W,Perindopril Erbumine,0205051M0,8335.0,346484.0,1.0
14025,99H,Perindopril Erbumine,0205051M0,7304.0,346364.0,1.0
14026,05W,Perindopril Erbumine,0205051M0,9723.0,344613.0,1.0
14027,02X,Perindopril Erbumine,0205051M0,10747.0,341347.0,1.0
14028,00Q,Perindopril Erbumine,0205051M0,9914.0,341310.0,1.0
14029,05G,Perindopril Erbumine,0205051M0,8759.0,338255.0,1.0
14030,02H,Perindopril Erbumine,0205051M0,8336.0,334691.0,1.0
14031,08P,Perindopril Erbumine,0205051M0,10214.0,325952.0,1.0
14032,02R,Perindopril Erbumine,0205051M0,9315.0,324361.0,1.0
14033,08X,Perindopril Erbumine,0205051M0,9874.0,317722.0,1.0
14034,09A,Perindopril Erbumine,0205051M0,8874.0,316947.0,1.0
14035,07N,Perindopril Erbumine,0205051M0,8381.0,312821.0,1.0
14036,05X,Perindopril Erbumine,0205051M0,7460.0,312728.0,1.0
14037,08V,Perindopril Erbumine,0205051M0,13771.0,310968.0,1.0
14038,08L,Perindopril Erbumine,0205051M0,5768.0,305545.0,1.0
14039,03M,Perindopril Erbumine,0205051M0,10165.0,304198.0,1.0
14040,04N,Perindopril Erbumine,0205051M0,8653.0,299818.0,1.0
14041,05D,Perindopril Erbumine,0205051M0,8567.0,288759.0,1.0
14042,08N,Perindopril Erbumine,0205051M0,6130.0,275382.0,1.0
14043,04C,Perindopril Erbumine,0205051M0,7736.0,270632.0,1.0
14044,09L,Perindopril Erbumine,0205051M0,5645.0,270553.0,1.0
14045,99D,Perindopril Erbumine,0205051M0,10455.0,269018.0,1.0
14046,01F,Perindopril Erbumine,0205051M0,7118.0,262805.0,1.0
14047,04M,Perindopril Erbumine,0205051M0,6148.0,261895.0,1.0
14048,02T,Perindopril Erbumine,0205051M0,6550.0,260626.0,1.0
14049,04Y,Perindopril Erbumine,0205051M0,6257.0,257855.0,1.0
14050,08D,Perindopril Erbumine,0205051M0,7699.0,257371.0,1.0
14051,03A,Perindopril Erbumine,0205051M0,6194.0,254753.0,1.0
14052,08M,Perindopril Erbumine,0205051M0,9041.0,237031.0,1.0
14053,03L,Perindopril Erbumine,0205051M0,7765.0,236563.0,1.0
14054,01K,Perindopril Erbumine,0205051M0,6414.0,229986.0,1.0
14055,04Q,Perindopril Erbumine,0205051M0,8114.0,229082.0,1.0
14056,08Q,Perindopril Erbumine,0205051M0,7163.0,221673.0,1.0
14057,04E,Perindopril Erbumine,0205051M0,7460.0,216839.0,1.0
14058,08F,Perindopril Erbumine,0205051M0,4962.0,209241.0,1.0
14059,02D,Perindopril Erbumine,0205051M0,7283.0,203868.0,1.0
14060,00C,Perindopril Erbumine,0205051M0,7446.0,202700.0,1.0
14061,03N,Perindopril Erbumine,0205051M0,6550.0,201944.0,1.0
14062,04F,Perindopril Erbumine,0205051M0,4110.0,201617.0,1.0
14063,08H,Perindopril Erbumine,0205051M0,3980.0,197613.0,1.0
14064,10D,Perindopril Erbumine,0205051M0,4310.0,189222.0,1.0
14065,10R,Perindopril Erbumine,0205051M0,4081.0,185934.0,1.0
14066,03K,Perindopril Erbumine,0205051M0,5788.0,171296.0,1.0
14067,10X,Perindopril Erbumine,0205051M0,3612.0,165843.0,1.0
14068,08K,Perindopril Erbumine,0205051M0,5208.0,161614.0,1.0
14069,10L,Perindopril Erbumine,0205051M0,4439.0,160189.0,1.0
14070,02N,Perindopril Erbumine,0205051M0,4156.0,156893.0,1.0
14071,09H,Perindopril Erbumine,0205051M0,3599.0,139190.0,1.0
14072,08T,Perindopril Erbumine,0205051M0,4012.0,133215.0,1.0
14073,07L,Perindopril Erbumine,0205051M0,3974.0,132850.0,1.0
14074,08J,Perindopril Erbumine,0205051M0,3177.0,130030.0,1.0
14075,08R,Perindopril Erbumine,0205051M0,3166.0,125098.0,1.0
14076,04H,Perindopril Erbumine,0205051M0,3209.0,102252.0,1.0
14077,03V,Perindopril Erbumine,0205051M0,2592.0,81013.0,1.0
14078,02Q,Perindopril Erbumine,0205051M0,2439.0,76124.0,1.0
14079,02W,Perindopril Erbumine,0205051M0,1735.0,58419.0,1.0
14080,RVW,Perindopril Erbumine,0205051M0,285.0,8292.0,1.0
14081,RTR,Perindopril Erbumine,0205051M0,168.0,4748.0,1.0
14082,RXK,Perindopril Erbumine,0205051M0,57.0,1624.0,1.0
14083,RYY,Perindopril Erbumine,0205051M0,54.0,1520.0,1.0
14084,112,Perindopril Erbumine,0205051M0,33.0,867.0,1.0
14085,RRE,Perindopril Erbumine,0205051M0,27.0,784.0,1.0
14086,RRF,Perindopril Erbumine,0205051M0,25.0,685.0,1.0
14087,RY2,Perindopril Erbumine,0205051M0,28.0,367.0,1.0
14088,R0B,Perindopril Erbumine,0205051M0,13.0,262.0,1.0
14089,R1A,Perindopril Erbumine,0205051M0,12.0,238.0,1.0
14090,NTP,Perindopril Erbumine,0205051M0,25.0,219.0,1.0
14091,RYW,Perindopril Erbumine,0205051M0,8.0,210.0,1.0
14092,RNU,Perindopril Erbumine,0205051M0,7.0,206.0,1.0
14093,RY4,Perindopril Erbumine,0205051M0,12.0,193.0,1.0
14094,NNF,Perindopril Erbumine,0205051M0,7.0,186.0,1.0
14095,RCD,Perindopril Erbumine,0205051M0,7.0,183.0,1.0
14096,NTV,Perindopril Erbumine,0205051M0,8.0,182.0,1.0
14097,RY5,Perindopril Erbumine,0205051M0,5.0,170.0,1.0
14098,RJ1,Perindopril Erbumine,0205051M0,4.0,144.0,1.0
14099,RNA,Perindopril Erbumine,0205051M0,5.0,140.0,1.0
14100,RPG,Perindopril Erbumine,0205051M0,6.0,139.0,1.0
